#element,sp_num,g,Level(eV),Uncertainty(eV)
O,1,7,13.53738,
O,1,3,13.53738,
O,1,3,13.54725,
O,1,5,13.54877,
O,1,7,13.54877,
O,1,3,13.54937,
O,1,3,13.55656,
O,1,5,13.55754,
O,1,7,13.55754,
O,1,3,13.55754,
O,1,3,13.56417,
O,1,3,13.56505,
O,1,5,13.56505,
O,1,7,13.56505,
O,1,3,13.57065,
O,1,5,13.57101,
O,1,7,13.57101,
O,1,3,13.57101,
O,1,3,13.57539,
O,1,5,13.57602,
O,1,7,13.57615,
O,1,3,13.57615,
O,1,5,13.58039,
O,1,7,13.58039,
O,1,3,13.58039,
O,1,3,13.5804,
O,1,3,13.58389,
O,1,5,13.58389,
O,1,7,13.58389,
O,1,3,13.58399,
O,1,3,13.5873,
O,1,5,13.58734,
O,1,7,13.58734,
O,1,3,13.58734,
O,1,3,13.58997,
O,1,5,13.58997,
O,1,7,13.58997,
O,1,3,13.58997,
O,1,5,13.59239,
O,1,7,13.59239,
O,1,3,13.59239,
O,1,3,13.59239,
O,1,3,13.59458,
O,1,5,13.59458,
O,1,7,13.59458,
O,1,3,13.59458,
O,1,5,13.59628,
O,1,7,13.59628,
O,1,3,13.59628,
O,1,3,13.59628,
O,1,3,13.59778,
O,1,5,13.59778,
O,1,7,13.59778,
O,1,3,13.59778,
O,1,5,13.59936,
O,1,7,13.59936,
O,1,3,13.59936,
O,1,3,13.59936,
O,1,3,13.60056,
O,1,5,13.60056,
O,1,7,13.60056,
O,1,3,13.60056,
O,1,5,13.60174,
O,1,7,13.60174,
O,1,3,13.60174,
O,1,3,13.60174,
O,1,3,13.60277,
O,1,5,13.60277,
O,1,7,13.60277,
O,1,3,13.60277,
O,1,13.618055,,
O,1,3,14.0355624,
O,1,7,14.0467669,
O,1,5,14.0467717,
O,1,3,14.0472014,
O,1,9,14.0987942,
O,1,7,14.0996582,
O,1,5,14.1003714,
O,1,5,14.1231587,
O,1,3,14.1244523,
O,1,1,14.125214,
O,1,7,14.1337323,
O,1,3,14.372018,
O,1,5,14.4604127,
O,1,7,15.17811,
O,1,5,15.17978,
O,1,3,15.18075,
O,1,5,15.2249696,
O,1,5,15.2868521,
O,1,3,15.2941343,
O,1,1,15.2980803,
O,1,9,15.4005245,
O,1,7,15.4011962,
O,1,5,15.4018277,
O,1,9,15.4036294,
O,1,11,15.4038114,
O,1,7,15.4053994,
O,1,1,15.4041162,
O,1,7,15.40468,
O,1,5,15.40599,
O,1,3,15.40677,
O,1,9,15.4061252,
O,1,3,15.408,
O,1,5,15.4136133,
O,1,7,15.414556,
O,1,3,15.41574,
O,1,7,15.5941737,
O,1,5,15.5950907,
O,1,3,15.5957253,
O,1,5,15.6550999,
O,1,3,15.6641915,
O,1,1,15.6695881,
O,1,7,15.7810344,
O,1,5,15.7817439,
O,1,3,15.7821517,
O,1,3,15.8287841,
O,1,5,15.9437376,
O,1,7,15.99133,
O,1,5,15.99275,
O,1,3,15.99374,
O,1,5,16.0103676,
O,1,9,16.0766475,
O,1,9,16.0782511,
O,1,11,16.0783356,
O,1,7,16.0799432,
O,1,1,16.0785843,
O,1,3,16.0786,
O,1,7,16.0798,
O,1,5,16.08044,
O,1,3,16.08112,
O,1,9,16.0806911,
O,1,5,16.0846,
O,1,3,16.08529,
O,1,7,16.0853444,
O,1,11,16.0904139,
O,1,11,16.0906592,
O,1,13,16.0906605,
O,1,11,16.093128,
O,1,5,16.1142263,
O,1,3,16.1153897,
O,1,1,16.1160306,
O,1,1,16.2348533,
O,1,7,16.34787,
O,1,5,16.34924,
O,1,3,16.35055,
O,1,5,16.358,
O,1,9,16.3895544,
O,1,9,16.3904688,
O,1,11,16.3905122,
O,1,3,16.3911,
O,1,7,16.39113,
O,1,5,16.39242,
O,1,3,16.39296,
O,1,9,16.3929029,
O,1,3,16.39475,
O,1,5,16.3951,
O,1,7,16.396,
O,1,5,16.40449,
O,1,3,16.40512,
O,1,7,16.53575,
O,1,5,16.53686,
O,1,3,16.53828,
O,1,5,16.5421,
O,1,5,16.56017,
O,1,7,16.56017,
O,1,3,16.56017,
O,1,3,16.5604,
O,1,3,16.56155,
O,1,5,16.5627,
O,1,7,16.5632,
O,1,5,16.56702,
O,1,3,16.56757,
O,1,7,16.64678,
O,1,5,16.64778,
O,1,3,16.64923,
O,1,5,16.6517,
O,1,7,16.66162,
O,1,3,16.66162,
O,1,5,16.66162,
O,1,3,16.6619,
O,1,3,16.66379,
O,1,5,16.6646,
O,1,7,16.6646,
O,1,5,16.66613,
O,1,3,16.66676,
O,1,7,16.71791,
O,1,5,16.71849,
O,1,5,16.7216,
O,1,5,16.72785,
O,1,7,16.72785,
O,1,3,16.72785,
O,1,3,16.72785,
O,1,3,16.7281,
O,1,7,16.73,
O,1,5,16.73,
O,1,5,16.7309,
O,1,3,16.73131,
O,1,7,16.76597,
O,1,5,16.76597,
O,1,5,16.7691,
O,1,3,16.77304,
O,1,7,16.77304,
O,1,3,16.77304,
O,1,5,16.77304,
O,1,3,16.7732,
O,1,5,16.7755,
O,1,3,16.77568,
O,1,7,16.7756,
O,1,5,16.7756,
O,1,7,16.80014,
O,1,3,16.80503,
O,1,5,16.80503,
O,1,7,16.80503,
O,1,3,16.80503,
O,1,3,16.8051,
O,1,5,16.80734,
O,1,3,16.80757,
O,1,7,16.8079,
O,1,5,16.8079,
O,1,3,16.82239,
O,1,5,16.82239,
O,1,1,16.82239,
O,1,7,16.82488,
O,1,5,16.8275,
O,1,5,16.82867,
O,1,7,16.82867,
O,1,3,16.82867,
O,1,3,16.82867,
O,1,3,16.8291,
O,1,3,16.83107,
O,1,5,16.83121,
O,1,7,16.8315,
O,1,5,16.8315,
O,1,7,16.84358,
O,1,3,16.84653,
O,1,5,16.84653,
O,1,7,16.84653,
O,1,3,16.84653,
O,1,3,16.8478,
O,1,3,16.84907,
O,1,5,16.84934,
O,1,7,16.8497,
O,1,5,16.8497,
O,1,5,16.86016,
O,1,7,16.86016,
O,1,3,16.86016,
O,1,3,16.86016,
O,1,5,16.86321,
O,1,3,16.8633,
O,1,3,16.87069,
O,1,5,16.87069,
O,1,7,16.87069,
O,1,3,16.87069,
O,1,3,16.8724,
O,1,5,16.87426,
O,1,3,16.87907,
O,1,5,16.87907,
O,1,7,16.87907,
O,1,3,16.87907,
O,1,5,16.88311,
O,1,5,16.88595,
O,1,7,16.88595,
O,1,3,16.88595,
O,1,3,16.88595,
O,1,5,16.89188,
O,1,3,16.9,
O,1,5,16.9,
O,1,3,16.9056,
O,1,5,17.1009,
O,1,1,17.10319,
O,1,3,17.10319,
O,1,5,17.10319,
O,1,3,17.10517,
O,1,5,17.10517,
O,1,7,17.10517,
O,1,3,17.1075,
O,1,5,17.68641,
O,1,1,17.68641,
O,1,3,17.68641,
O,1,3,17.6979,
O,1,5,17.7743,
O,1,5,17.7748,
O,1,1,17.7748,
O,1,3,17.7748,
O,1,7,17.7748,
O,1,3,17.7748,
O,1,5,17.7748,
O,1,3,17.7774,
O,1,3,18.04175,
O,1,5,18.04175,
O,1,1,18.04175,
O,1,3,18.055,
O,1,5,18.0853,
O,1,3,18.08564,
O,1,5,18.08564,
O,1,1,18.08564,
O,1,5,18.08564,
O,1,7,18.08564,
O,1,3,18.08564,
O,1,3,18.0877,
O,1,5,18.22924,
O,1,1,18.22924,
O,1,3,18.22924,
O,1,3,18.2327,
O,1,5,18.2541,
O,1,5,18.25421,
O,1,1,18.25421,
O,1,3,18.25421,
O,1,7,18.25421,
O,1,3,18.25421,
O,1,5,18.25421,
O,1,3,18.255,
O,1,3,18.33988,
O,1,5,18.33988,
O,1,1,18.33988,
O,1,3,18.3425,
O,1,5,18.3552,
O,1,3,18.35558,
O,1,5,18.35558,
O,1,1,18.35558,
O,1,5,18.35558,
O,1,7,18.35558,
O,1,3,18.35558,
O,1,3,18.3569,
O,1,5,18.4111,
O,1,1,18.4111,
O,1,3,18.4111,
O,1,3,18.4123,
O,1,5,18.42119,
O,1,1,18.42119,
O,1,3,18.42119,
O,1,7,18.42119,
O,1,3,18.42119,
O,1,5,18.42119,
O,1,5,18.4213,
O,1,3,18.4218,
O,1,5,18.45913,
O,1,1,18.45913,
O,1,3,18.45913,
O,1,3,18.4601,
O,1,5,18.4663,
O,1,3,18.46688,
O,1,5,18.46688,
O,1,1,18.46688,
O,1,5,18.46688,
O,1,7,18.46688,
O,1,3,18.46688,
O,1,3,18.467,
O,1,1,18.49337,
O,1,3,18.49337,
O,1,5,18.49337,
O,1,3,18.4945,
O,1,3,18.49852,
O,1,5,18.49852,
O,1,1,18.49852,
O,1,5,18.49852,
O,1,7,18.49852,
O,1,3,18.49852,
O,1,5,18.4988,
O,1,3,18.51821,
O,1,5,18.51821,
O,1,1,18.51821,
O,1,3,18.52207,
O,1,5,18.52207,
O,1,1,18.52207,
O,1,5,18.52207,
O,1,7,18.52207,
O,1,3,18.52207,
O,1,5,18.5222,
O,1,5,18.53742,
O,1,1,18.53742,
O,1,3,18.53742,
O,1,3,18.54052,
O,1,5,18.54052,
O,1,7,18.54052,
O,1,3,18.54052,
O,1,5,18.54052,
O,1,1,18.54052,
O,1,1,18.55198,
O,1,3,18.55198,
O,1,5,18.55198,
O,1,5,18.55451,
O,1,7,18.55451,
O,1,3,18.55451,
O,1,5,18.55451,
O,1,1,18.55451,
O,1,3,18.55451,
O,1,7,18.566,
O,1,3,18.566,
O,1,5,18.566,
O,1,1,18.566,
O,1,3,18.566,
O,1,5,18.566,
O,1,3,18.57477,
O,1,5,18.57477,
O,1,1,18.57477,
O,1,5,18.57477,
O,1,7,18.57477,
O,1,3,18.57477,
O,1,5,18.58817,
O,1,7,18.58817,
O,1,3,18.58817,
O,1,5,18.58817,
O,1,1,18.58817,
O,1,3,18.58817,
O,1,5,18.59286,
O,1,1,18.59286,
O,1,3,18.59286,
O,1,7,18.59286,
O,1,3,18.59286,
O,1,5,18.59286,
O,1,1,18.59773,
O,1,3,18.59773,
O,1,5,18.59773,
O,1,3,18.59773,
O,1,5,18.59773,
O,1,7,18.59773,
O,2,4,0,
O,2,6,3.324085,
O,2,4,3.326567,
O,2,4,5.017394,
O,2,2,5.017641,
O,2,6,14.85792,
O,2,4,14.878157,
O,2,2,14.888377,
O,2,6,20.579946,
O,2,4,20.580943,
O,2,2,22.9662478,
O,2,4,22.9793029,
O,2,6,22.9989602,
O,2,2,23.4191946,
O,2,4,23.4415082,
O,2,2,24.265006,
O,2,2,25.2856211,
O,2,2,25.6313478,
O,2,4,25.6382319,
O,2,6,25.6495863,
O,2,8,25.6650368,
O,2,6,25.661218,
O,2,4,25.661347,
O,2,2,25.8316247,
O,2,4,25.8373471,
O,2,6,25.8487467,
O,2,4,26.2254001,
O,2,6,26.2490334,
O,2,4,26.3047208,
O,2,4,26.358274,
O,2,2,26.379157,
O,2,2,26.5536859,
O,2,4,26.561094,
O,2,6,28.358142,
O,2,8,28.361069,
O,2,6,28.509803,
O,2,4,28.512453,
O,2,2,28.591928,
O,2,4,28.6770648,
O,2,6,28.6837551,
O,2,8,28.6934114,
O,2,10,28.706092,
O,2,6,28.8217045,
O,2,4,28.8307832,
O,2,2,28.8390335,
O,2,2,28.823901,
O,2,4,28.829685,
O,2,2,28.8525664,
O,2,4,28.8568239,
O,2,6,28.8570199,
O,2,8,28.8577953,
O,2,6,28.8630624,
O,2,8,28.8832609,
O,2,4,28.941697,
O,2,2,28.955839,
O,2,4,29.0622429,
O,2,6,29.0686699,
O,2,2,29.586034,
O,2,4,29.599076,
O,2,6,29.619076,
O,2,2,29.797124,
O,2,4,29.820351,
O,2,2,30.380752,
O,2,6,30.425722,
O,2,2,30.471394,
O,2,4,30.477387,
O,2,6,30.4881141,
O,2,8,30.5037449,
O,2,4,30.5362941,
O,2,2,30.5397984,
O,2,6,30.5566036,
O,2,4,30.5600365,
O,2,4,30.74935,
O,2,6,30.771222,
O,2,2,30.800949,
O,2,4,30.81197,
O,2,8,31.147582,
O,2,6,31.147904,
O,2,10,31.319435,
O,2,8,31.319581,
O,2,2,31.366419,
O,2,4,31.367183,
O,2,4,31.373797,
O,2,6,31.374055,
O,2,2,31.465948,
O,2,4,31.466247,
O,2,4,31.533845,
O,2,6,31.540144,
O,2,8,31.551524,
O,2,10,31.565137,
O,2,2,31.596961,
O,2,4,31.601262,
O,2,6,31.603128,
O,2,8,31.618417,
O,2,4,31.613683,
O,2,6,31.62899,
O,2,4,31.633627,
O,2,2,31.63619,
O,2,4,31.637492,
O,2,2,31.650925,
O,2,6,31.653427,
O,2,8,31.67376,
O,2,2,31.693188,
O,2,6,31.7015121,
O,2,8,31.7016866,
O,2,6,31.7097189,
O,2,8,31.7101222,
O,2,4,31.716736,
O,2,6,31.7168283,
O,2,10,31.718587,
O,2,8,31.718825,
O,2,4,31.720478,
O,2,6,31.727258,
O,2,4,31.729084,
O,2,2,31.72909,
O,2,12,31.7371628,
O,2,10,31.7379195,
O,2,4,31.7503204,
O,2,6,31.7508339,
O,2,8,31.7552335,
O,2,6,31.7555502,
O,2,10,31.7568211,
O,2,8,31.7577077,
O,2,2,31.9502,
O,2,4,31.963118,
O,2,6,31.983597,
O,2,2,32.038913,
O,2,4,32.063101,
O,2,6,32.147566,
O,2,4,32.147624,
O,2,2,32.320978,
O,2,2,32.34896,
O,2,4,32.354745,
O,2,6,32.365335,
O,2,8,32.382266,
O,2,2,32.386467,
O,2,4,32.392272,
O,2,6,32.404017,
O,2,4,32.436939,
O,2,4,32.44651,
O,2,6,32.467735,
O,2,2,32.519421,
O,2,4,32.529492,
O,2,4,32.88313,
O,2,6,32.88313,
O,2,6,32.90931,
O,2,4,32.91386,
O,2,8,32.92787,
O,2,6,32.934803,
O,2,8,32.934988,
O,2,10,32.942246,
O,2,8,32.942246,
O,2,6,32.944893,
O,2,8,32.945128,
O,2,10,32.950201,
O,2,8,32.950457,
O,2,4,32.950819,
O,2,6,32.950977,
O,2,8,32.954266,
O,2,10,32.954273,
O,2,10,32.956981,
O,2,12,32.956991,
O,2,6,32.957513,
O,2,8,32.957537,
O,2,6,32.96184,
O,2,2,32.966538,
O,2,4,32.966607,
O,2,12,32.970522,
O,2,10,32.971156,
O,2,4,32.974511,
O,2,6,32.975276,
O,2,6,32.977331,
O,2,4,32.977331,
O,2,12,32.978843,
O,2,14,32.978847,
O,2,8,32.978843,
O,2,6,32.978851,
O,2,10,32.979766,
O,2,8,32.980404,
O,2,6,32.980739,
O,2,8,32.980754,
O,2,8,32.982636,
O,2,10,32.982636,
O,2,10,32.982792,
O,2,12,32.982792,
O,2,6,33.051674,
O,2,8,33.05274,
O,2,4,33.057203,
O,2,6,33.059219,
O,2,2,33.06634,
O,2,4,33.07923,
O,2,6,33.100214,
O,2,2,33.11632,
O,2,4,33.140757,
O,2,2,33.160848,
O,2,4,33.164631,
O,2,2,33.27361,
O,2,4,33.28549,
O,2,6,33.295647,
O,2,8,33.31357,
O,2,6,33.32478,
O,2,8,33.608192,
O,2,10,33.608197,
O,2,8,33.621024,
O,2,10,33.621024,
O,2,10,33.622639,
O,2,12,33.622665,
O,2,6,33.623017,
O,2,8,33.623032,
O,2,6,33.644428,
O,2,4,33.644428,
O,2,12,33.645307,
O,2,14,33.645318,
O,2,8,33.646271,
O,2,6,33.646287,
O,2,8,33.647408,
O,2,10,33.647427,
O,2,10,33.647459,
O,2,12,33.6475,
O,2,4,33.81401,
O,2,6,33.82136,
O,2,8,33.84377,
O,2,6,33.85,
O,2,6,34.06351,
O,2,8,34.06856,
O,2,4,34.08524,
O,2,6,34.08673,
O,2,4,34.17142,
O,2,8,34.200067,
O,2,10,34.200067,
O,2,6,34.204965,
O,2,8,34.204965,
O,2,4,34.217649,
O,2,6,34.228977,
O,2,2,34.2192,
O,2,4,34.227922,
O,2,6,34.227931,
O,2,10,34.23321,
O,2,12,34.23322,
O,2,4,34.252347,
O,2,2,34.252347,
O,2,4,34.485502,
O,2,6,34.485538,
O,2,2,34.990808,
O,2,10,35.439459,
O,2,8,35.442339,
O,2,10,35.451924,
O,2,12,35.451924,
O,2,8,35.452208,
O,2,10,35.452208,
O,2,6,35.454483,
O,2,12,35.45682,
O,2,10,35.45682,
O,2,14,35.459519,
O,2,12,35.459519,
O,2,4,35.466335,
O,2,4,35.58912,
O,2,6,35.5893,
O,2,2,35.95426,
O,2,4,35.95545,
O,2,10,36.119449,
O,2,12,36.119449,
O,2,8,36.119578,
O,2,10,36.119578,
O,2,12,36.12383,
O,2,14,36.12383,
Na,1,2,0,
Na,1,2,2.102297177,
Na,1,4,2.104429202,
Na,1,2,3.1913531,
Na,1,6,3.61697081,
Na,1,4,3.61697701,
Na,1,2,3.7526285,
Na,1,4,3.7533216,
Na,1,2,4.11635883,
Na,1,6,4.28349647,
Na,1,4,4.28350081,
Na,1,8,4.2882316,
Na,1,6,4.2882316,
Na,1,2,4.3444534,
Na,1,4,4.3447597,
Na,1,2,4.50962989,
Na,1,6,4.59197201,
Na,1,4,4.59197449,
Na,1,6,4.594563,
Na,1,8,4.594563,
Na,1,18,4.594797,
Na,1,2,4.6241543,
Na,1,4,4.6243143,
Na,1,2,4.71289256,
Na,1,6,4.75941304,
Na,1,4,4.75941465,
Na,1,6,4.7609672,
Na,1,8,4.7609672,
Na,1,8,4.76110481,
Na,1,10,4.7611053,
Na,1,12,4.76113543,
Na,1,10,4.76113617,
Na,1,2,4.7783733,
Na,1,4,4.7784663,
Na,1,2,4.8314795,
Na,1,6,4.8602959,
Na,1,4,4.8602959,
Na,1,6,4.861294,
Na,1,8,4.861294,
Na,1,18,4.86138632,
Na,1,22,4.86140641,
Na,1,2,4.8723744,
Na,1,4,4.8724352,
Na,1,2,4.9066561,
Na,1,4,4.925731,
Na,1,6,4.925731,
Na,1,8,4.926408,
Na,1,6,4.926408,
Na,1,18,4.9264722,
Na,1,22,4.92648609,
Na,1,2,4.93388658,
Na,1,4,4.93392762,
Na,1,2,4.9572937,
Na,1,4,4.970565,
Na,1,6,4.970565,
Na,1,6,4.971046,
Na,1,8,4.971046,
Na,1,18,4.97109449,
Na,1,22,4.97110428,
Na,1,2,4.97633022,
Na,1,4,4.9763591,
Na,1,2,4.99301675,
Na,1,6,5.00262788,
Na,1,4,5.00262826,
Na,1,8,5.00298074,
Na,1,6,5.00298074,
Na,1,18,5.00301223,
Na,1,22,5.00301943,
Na,1,2,5.00684459,
Na,1,4,5.00686591,
Na,1,2,5.01915758,
Na,1,6,5.02633094,
Na,1,4,5.02633118,
Na,1,6,5.0266037,
Na,1,8,5.0266037,
Na,1,18,5.02662738,
Na,1,2,5.02951609,
Na,1,4,5.02953221,
Na,1,2,5.03886016,
Na,1,6,5.04436022,
Na,1,4,5.04436022,
Na,1,14,5.04457025,
Na,1,18,5.04458872,
Na,1,2,5.04681945,
Na,1,4,5.04683185,
Na,1,2,5.05407748,
Na,1,6,5.05838693,
Na,1,4,5.05838717,
Na,1,14,5.05855207,
Na,1,18,5.05856658,
Na,1,2,5.06032492,
Na,1,4,5.06033472,
Na,1,2,5.06607469,
Na,1,6,5.06951376,
Na,1,4,5.06951389,
Na,1,14,5.06964593,
Na,1,18,5.06965759,
Na,1,2,5.07106803,
Na,1,4,5.07107584,
Na,1,2,5.07569996,
Na,1,6,5.07848836,
Na,1,4,5.07848836,
Na,1,14,5.07859573,
Na,1,18,5.07860528,
Na,1,2,5.07975362,
Na,1,4,5.07976007,
Na,1,2,5.08353997,
Na,1,6,5.08583182,
Na,1,4,5.08583194,
Na,1,14,5.08592034,
Na,1,18,5.08592816,
Na,1,2,5.08687564,
Na,1,4,5.08688097,
Na,1,2,5.09001021,
Na,1,6,5.09191684,
Na,1,4,5.09191696,
Na,1,14,5.09199061,
Na,1,18,5.09199718,
Na,1,2,5.09278808,
Na,1,4,5.09279242,
Na,1,2,5.0954122,
Na,1,6,5.09701544,
Na,1,4,5.09701544,
Na,1,14,5.09707756,
Na,1,8,5.09708301,
Na,1,10,5.09708314,
Na,1,2,5.09774992,
Na,1,4,5.09775364,
Na,1,2,5.09996887,
Na,1,6,5.10132972,
Na,1,4,5.10132984,
Na,1,14,5.10138254,
Na,1,18,5.10138725,
Na,1,2,5.10195472,
Na,1,4,5.10195795,
Na,1,4,5.1050128,
Na,1,6,5.1050128,
Na,1,14,5.10505805,
Na,1,18,5.10506202,
Na,1,4,30.7692,
Na,1,2,30.9327,
Na,1,4,32.7002,
Na,1,8,33.0525,
Na,1,6,33.0956,
Na,1,4,33.1388,
Na,1,2,33.1752,
Na,1,6,33.2915,
Na,1,4,33.339,
Na,1,2,33.3625,
Na,1,4,33.4418,
Na,1,6,33.5,
Na,1,2,33.5479,
Na,1,4,33.5845,
Na,1,2,33.8769,
Na,1,6,34.7895,
Na,1,4,34.973,
Na,1,2,34.812,
Na,1,4,34.8419,
Na,1,2,35.0047,
Na,1,6,35.4967,
Na,1,4,35.5648,
Na,1,2,35.6299,
Na,1,4,35.7635,
Na,1,2,35.787,
Na,1,2,35.9844,
Na,1,4,36.016,
Na,1,4,36.0529,
Na,1,2,36.1265,
Na,1,4,36.2145,
Na,1,2,36.2306,
Na,1,4,36.2392,
Na,1,10,36.2456,
Na,1,8,36.2591,
Na,1,6,36.3167,
Na,1,4,36.3928,
Na,1,6,36.2529,
Na,1,4,36.3286,
Na,1,2,36.3439,
Na,1,4,36.582,
Na,1,4,36.6118,
Na,1,2,36.6406,
Na,1,6,36.667,
Na,1,4,36.6682,
Na,1,6,36.7707,
Na,1,4,36.8293,
Na,1,2,36.7759,
Na,1,4,36.7995,
Na,1,2,36.8383,
Na,1,4,36.8325,
Na,1,4,36.9033,
Na,1,2,36.9907,
Na,1,2,36.9131,
Na,1,4,36.9284,
Na,1,4,37.0695,
Na,1,4,37.2002,
Na,1,4,37.2723,
Na,1,4,37.2916,
Na,1,4,37.3717,
Na,1,2,37.3795,
Na,1,4,37.3921,
Na,1,2,37.4403,
Na,1,2,37.4608,
Na,1,4,37.4952,
Na,1,2,37.5,
Na,1,4,37.5283,
Na,1,2,37.5461,
Na,1,6,37.5961,
Na,1,6,37.6169,
Na,1,2,37.6519,
Na,1,4,37.6588,
Na,1,2,37.688,
Na,1,4,37.6979,
Na,1,2,37.7024,
Na,1,4,37.7372,
Na,1,6,37.7471,
Na,1,4,37.759,
Na,1,6,37.7667,
Na,1,6,37.7863,
Na,1,4,37.7935,
Na,1,6,37.808,
Na,1,2,37.821,
Na,1,6,37.8329,
Na,1,6,37.8417,
Na,1,6,37.8439,
Na,1,4,37.8547,
Na,1,4,37.8594,
Na,1,6,37.8656,
Na,1,4,37.8779,
Na,1,6,37.8849,
Na,1,4,37.8954,
Na,1,2,37.9006,
Na,1,4,37.9099,
Na,1,4,37.9203,
Na,1,6,37.9264,
Na,1,4,37.9346,
Na,1,6,37.9535,
Na,1,2,37.96,
Na,1,6,37.9725,
Na,1,4,37.9796,
Na,1,6,37.9941,
Na,1,2,38.0041,
Na,1,2,38.0274,
Na,1,6,38.0506,
Na,1,2,38.067,
Na,1,2,38.077,
Na,1,2,38.0884,
Na,1,2,38.0963,
Na,1,2,38.1018,
Na,1,2,38.1068,
Na,1,2,38.1131,
Na,1,6,38.1281,
Na,1,6,38.1626,
Na,1,6,38.2113,
Na,1,6,38.234,
Na,1,6,38.2666,
Na,1,6,38.283,
Na,1,6,38.3047,
Na,1,6,38.3166,
Na,1,6,38.3326,
Na,1,6,38.3417,
Na,1,6,38.354,
Na,1,6,38.3611,
Na,1,6,38.3698,
Na,1,6,38.3761,
Na,1,6,38.384,
Na,1,6,38.3871,
Na,1,6,38.397,
Na,1,6,38.4042,
Na,1,6,38.4102,
Na,1,6,38.4149,
Na,1,6,38.4208,
Na,1,6,38.4244,
Na,1,4,38.55673,
Na,1,2,38.7272,
Na,1,6,40.15,
Na,1,6,40.523,
Na,1,6,40.898,
Na,1,6,41.0858,
Na,1,6,41.199,
Na,1,6,41.225,
Na,1,6,41.2698,
Na,1,6,41.2941,
Na,1,6,41.3165,
Na,1,6,41.351,
Na,1,6,41.377,
Na,1,6,41.3941,
Na,1,6,41.4089,
Na,1,6,41.4162,
Na,1,6,41.4213,
Na,1,6,41.4317,
Na,1,6,41.4371,
Na,1,6,41.4871,
Na,1,6,41.6599,
Na,1,6,41.6908,
Na,1,6,41.7483,
Na,1,6,41.8145,
Na,1,6,41.8345,
Na,1,6,41.9251,
Na,1,6,41.9276,
Na,1,6,41.944,
Na,1,6,42.0114,
Na,1,6,42.0129,
Na,1,6,42.03,
Na,1,6,42.0614,
Na,1,6,42.0642,
Na,1,6,42.0941,
Na,1,6,42.1013,
Na,1,6,42.1085,
Na,1,6,42.1457,
Na,1,6,42.1457,
Na,1,6,42.1758,
Na,1,6,42.1787,
Na,1,6,42.2016,
Na,1,6,42.2045,
Na,1,6,42.2232,
Na,1,6,42.2232,
Na,1,6,42.2376,
Na,1,6,42.2419,
Na,1,6,42.2491,
Na,1,6,42.2563,
Na,1,6,42.2722,
Na,1,6,42.2808,
Na,1,6,42.2924,
Na,1,6,42.303,
Na,1,6,42.326,
Na,1,6,42.329,
Na,1,6,42.344,
Na,1,6,42.4787,
Na,1,6,42.8339,
Na,1,6,43.0257,
Na,1,6,43.137,
Na,1,6,43.2085,
Na,1,6,43.2572,
Na,1,6,43.2911,
Na,1,6,43.3178,
Na,1,6,43.3345,
Na,1,6,43.3496,
Na,1,6,43.3617,
Na,1,6,43.3724,
Na,1,6,43.3785,
Na,1,6,43.386,
Na,1,6,43.3921,
Na,1,6,43.3951,
Na,1,4,43.3965,
Na,1,6,43.4499,
Na,1,6,43.6118,
Na,1,6,44.0911,
Na,1,6,44.7367,
Na,1,6,44.7739,
Na,1,6,44.8101,
Na,1,4,44.8885,
Na,1,6,44.9072,
Na,1,6,44.9887,
Na,1,6,45.2252,
Na,1,6,45.253,
Na,1,4,45.4036,
Na,1,6,45.4038,
Na,1,6,45.4309,
Na,1,6,45.4938,
Na,1,6,45.5289,
Na,1,6,45.5523,
Na,1,6,45.6205,
Na,1,4,45.6618,
Na,1,6,45.7186,
Na,1,6,45.7186,
Na,1,6,45.7438,
Na,1,6,45.754,
Na,1,6,45.7912,
Na,1,4,45.8065,
Na,1,6,45.8301,
Na,1,6,45.8732,
Na,1,6,45.8861,
Na,1,4,45.8911,
Na,1,6,45.8997,
Na,1,6,45.9099,
Na,1,6,45.9405,
Na,1,6,45.9524,
Na,1,4,45.9541,
Na,1,6,45.9763,
Na,1,6,45.9865,
Na,1,6,46.0001,
Na,1,6,46.0001,
Na,1,6,46.0275,
Na,1,6,46.0275,
Na,1,6,46.0531,
Na,1,6,46.0565,
Na,1,6,46.0668,
Na,1,6,46.0686,
Na,1,6,46.0805,
Na,1,6,46.101,
Na,1,6,46.1148,
Na,1,6,46.1148,
Na,1,6,46.1148,
Na,1,6,46.1405,
Na,1,6,46.1492,
Na,1,6,46.156,
Na,1,6,46.1715,
Na,1,6,46.1903,
Na,1,6,46.1973,
Na,1,6,46.2042,
Na,1,6,46.2162,
Na,1,6,46.2213,
Na,1,6,46.2524,
Na,1,6,46.2679,
Na,1,6,46.2921,
Na,1,6,46.3025,
Na,1,6,46.3215,
Na,1,6,46.325,
Na,1,6,46.3423,
Na,1,6,46.3597,
Na,1,6,46.3701,
Na,1,6,46.3788,
Na,1,6,66.372,
Na,1,6,67.77,
Na,1,6,69.38,
Na,1,6,72.68,
Na,1,6,73.32,
Na,1,6,73.72,
Na,1,6,73.94,
Na,1,6,74.39,
Na,1,6,76.73,
Na,1,6,78.07,
Na,2,1,0,
Na,2,5,32.846429,
Na,2,3,32.941315,
Na,2,1,33.014713,
Na,2,3,33.32236,
Na,2,3,36.354688,
Na,2,7,36.854157,
Na,2,5,36.902113,
Na,2,3,36.967803,
Na,2,5,37.094827,
