#element,sp_num,ritz_wl_vac(nm),Aki(s^-1),Ei(eV),Ek(eV),g_i,g_k,Type
Cu,2,196.801129,18000000,8.23486741,14.53484133,5,3,
Cu,2,197.049395,5300000,2.83268156,9.12471804,5,3,
Cu,2,197.995579,96000000,2.83268156,9.09464957,5,5,
Cu,2,198.98548,98000000,2.83268156,9.06349793,5,3,
Cu,2,199.018009,130000000,8.4205799,14.65037786,3,5,
Cu,2,199.953361,58000000,8.4205799,14.62123579,3,3,
Cu,2,199.969754,213000000,2.71881633,8.91695547,7,7,
Cu,2,201.298041,250000000,8.23486741,14.39211349,5,7,
Cu,2,201.558222,21000000,2.97541889,9.12471804,3,3,
Cu,2,201.689673,8100000,2.71881633,8.86410828,7,5,
Cu,2,202.219147,11400000,8.48643755,14.61564148,7,9,
Cu,1,202.43252,9800000,0,6.1227444,2,2,
Cu,1,202.43383,9800000,0,6.1227049,2,4,
Cu,2,202.548775,68000000,2.97541889,9.09464957,3,5,
Cu,2,202.713416,130000000,8.4205799,14.53484133,3,3,
Cu,2,202.994908,80000000,8.23486741,14.34065139,5,3,
Cu,2,203.103598,450000000,8.23486741,14.33738437,5,5,
Cu,2,203.384242,8900000,8.52154401,14.61564148,9,9,
Cu,2,203.585327,370000000,2.97541889,9.06349793,3,3,
Cu,2,203.692001,190000000,8.53634465,14.62123579,1,3,
Cu,2,203.712668,136000000,2.83268156,8.91695547,5,7,
Cu,2,204.380148,142000000,2.71881633,8.78322249,7,7,
Cu,2,204.767825,532000000,9.12471804,15.1776443,3,1,
Cu,2,205.425263,140000000,8.6625261,14.69608333,5,5,
Cu,2,205.441739,670000000,8.4205799,14.45365331,3,1,
Cu,2,205.497836,165000000,2.83268156,8.86410828,5,5,
Cu,2,206.242011,170000000,8.4205799,14.43024652,3,5,
Cu,2,206.626109,200000000,8.53634465,14.53484133,1,3,
Cu,2,206.993487,37000000,8.6625261,14.65037786,5,5,
Cu,2,207.866153,630000000,8.23486741,14.19758413,5,3,
Cu,2,208.005953,49000000,8.6625261,14.62123579,5,3,
Cu,2,208.291535,1000000,2.83268156,8.78322249,5,7,
Cu,2,208.527476,67000000,8.48643755,14.43024652,7,5,
Cu,2,208.530956,4100000,2.71881633,8.6625261,7,5,
Cu,2,208.791817,420000000,8.6625261,14.59881086,5,7,
Cu,2,208.796987,260000000,8.48643755,14.4225753,7,7,
Cu,2,209.363705,220000000,8.4205799,14.34065139,3,3,
Cu,2,209.479321,22100000,8.4205799,14.33738437,3,5,
Cu,2,209.619052,16000000,8.78322249,14.69608333,7,5,
Cu,2,209.830677,101000000,8.78322249,14.69012064,7,7,
Cu,2,209.839724,209000000,8.52154401,14.42818752,9,9,
Cu,2,209.874108,20000000,8.48643755,14.39211349,7,7,
Cu,2,210.479586,77000000,2.97541889,8.86410828,3,5,
Cu,2,211.129323,66000000,8.52154401,14.39211349,9,7,
Cu,2,211.209946,350000000,3.2563892,9.12471804,5,3,
Cu,2,211.252195,12000000,8.78322249,14.65037786,7,5,
Cu,2,211.730874,720000000,8.48643755,14.34033006,7,9,
Cu,2,211.837484,27000000,8.48643755,14.33738437,7,5,
Cu,2,212.297858,220000000,3.2563892,9.09464957,5,5,
Cu,2,212.510507,228000000,8.78322249,14.61564148,7,9,
Cu,2,212.526686,66000000,8.86410828,14.69608333,5,5,
Cu,2,212.604362,141000000,2.83268156,8.6625261,5,5,
Cu,2,213.008459,44000000,8.52154401,14.34033006,9,9,
Cu,2,213.125595,13000000,8.78322249,14.59881086,7,7,
Cu,2,213.43403,770000000,8.52154401,14.32872921,9,11,
Cu,2,213.539887,40000000,8.53634465,14.34065139,1,3,
Cu,2,213.598004,459000000,2.71881633,8.52154401,7,9,
Cu,2,214.470358,15000000,8.91695547,14.69608333,7,5,
Cu,2,214.549206,114000000,8.4205799,14.19758413,3,3,
Cu,2,214.691894,104000000,8.91695547,14.69012064,7,7,
Cu,2,214.894587,112000000,8.6625261,14.43024652,5,5,
Cu,2,214.898283,88000000,2.71881633,8.48643755,7,7,
Cu,2,215.180815,259000000,8.6625261,14.4225753,5,7,
Cu,2,216.13199,310000000,8.86410828,14.59881086,5,7,
Cu,1,216.50934,55000000,0,5.724709,2,4,
Cu,2,217.498126,490000000,8.91695547,14.61564148,7,9,
Cu,1,217.89488,91000000,0,5.688311,2,4,
Cu,2,217.940994,215000000,2.97541889,8.6625261,3,5,
Cu,2,218.142461,24000000,8.91695547,14.59881086,7,7,
Cu,1,218.17253,99000000,0,5.681073,2,2,
Cu,2,218.28578,80000000,8.6625261,14.34065139,5,3,
Cu,2,218.93693,13000000,8.53634465,14.19758413,1,3,
Cu,2,218.962971,104000000,3.2563892,8.91695547,5,7,
Cu,2,219.226753,280000000,2.83268156,8.48643755,5,7,
Cu,2,219.568192,420000000,8.78322249,14.42818752,7,9,
Cu,2,220.050822,210000000,9.06349793,14.69608333,3,5,
Cu,2,220.980507,210000000,8.78322249,14.39211349,7,7,
Cu,2,221.026693,153000000,3.2563892,8.86410828,5,5,
Cu,2,221.27473,140000000,9.09464957,14.69608333,5,5,
Cu,2,221.51055,490000000,9.09464957,14.69012064,5,7,
Cu,2,221.810772,350000000,2.83268156,8.4205799,5,3,
Cu,2,221.851209,260000000,9.06349793,14.65037786,3,5,
Cu,2,222.469062,130000000,9.12471804,14.69608333,3,5,
Cu,1,222.57017,44000000,0,5.568835,2,2,
Cu,2,222.677999,290000000,8.86410828,14.43024652,5,5,
Cu,2,222.886745,388000000,2.97541889,8.53634465,3,1,
Cu,2,222.985346,210000000,8.86410828,14.4225753,5,7,
Cu,2,223.014604,190000000,9.06349793,14.62123579,3,3,
Cu,2,223.039901,20000000,8.78322249,14.34033006,7,9,
Cu,2,223.095279,220000000,9.09464957,14.65037786,5,5,
Cu,2,223.158204,114000000,8.78322249,14.33738437,7,5,
Cu,2,224.214217,10700000,8.86410828,14.39211349,5,7,
Cu,2,224.261764,250000000,3.2563892,8.78322249,5,7,
Cu,2,224.271791,58000000,9.09464957,14.62123579,5,3,
Cu,2,224.309395,40000000,9.12471804,14.65037786,3,5,
Cu,1,224.4267,1850000,0,5.522772,2,4,
Cu,2,224.70017,330000000,2.71881633,8.23486741,7,5,
Cu,2,224.896667,91000000,8.91695547,14.42818752,7,9,
Cu,2,225.185601,5800000,9.09464957,14.59881086,5,7,
Cu,2,225.498778,190000000,9.12471804,14.62123579,3,3,
Cu,2,226.321318,154000000,8.86410828,14.34065139,5,3,
Cu,2,226.378578,180000000,8.91695547,14.39211349,7,7,
Cu,2,226.456423,1400000,8.86410828,14.33738437,5,5,
Cu,2,226.536424,125000000,9.06349793,14.53484133,3,3,
Cu,2,227.474107,4000000,8.23486741,13.68365916,5,5,
Cu,2,227.625797,63000000,2.97541889,8.4205799,3,3,
Cu,2,227.833737,132000000,9.09464957,14.53484133,5,3,
Cu,2,228.664494,152000000,8.91695547,14.33738437,7,5,
Cu,2,228.941619,7000000,8.23486741,13.64873568,5,3,
Cu,2,229.10011,176000000,9.12471804,14.53484133,3,3,
Cu,2,229.26906,400000,3.2563892,8.6625261,5,5,
Cu,2,229.436758,34000000,2.83268156,8.23486741,5,5,
Cu,2,229.948891,107000000,9.06349793,14.45365331,3,1,
Cu,2,230.95189,10200000,9.06349793,14.43024652,3,5,
Cu,2,233.617057,49000000,9.12471804,14.43024652,3,5,
Cu,2,234.873311,28000000,9.06349793,14.34065139,3,3,
Cu,2,235.501447,25000000,8.4205799,13.68365916,3,5,
Cu,2,235.664033,3000000,2.97541889,8.23486741,3,5,
Cu,2,236.268143,6300000,9.09464957,14.34065139,5,3,
Cu,1,236.31997,70000,0,5.244851,2,4,
Cu,2,236.415386,3400000,9.09464957,14.33738437,5,5,
Cu,2,236.988902,53000000,3.2563892,8.48643755,5,7,
Cu,2,237.074698,24000000,8.4205799,13.64873568,3,3,
Cu,2,237.630277,161000000,9.12471804,14.34065139,3,3,
Cu,2,237.779223,3500000,9.12471804,14.33738437,3,5,
Cu,2,238.485893,600000,8.48643755,13.68365916,7,5,
Cu,2,238.494408,7000000,8.23486741,13.43190349,5,5,
Cu,2,240.011404,6900000,3.2563892,8.4205799,5,3,
Cu,2,240.333713,106000000,8.23486741,13.39213301,5,7,
Cu,2,241.418856,2000000,9.06349793,14.19758413,3,3,
Cu,2,242.44343,50000000,8.53634465,13.64873568,1,3,
Cu,2,242.892746,19300000,9.09464957,14.19758413,5,3,
Cu,1,244.16333,2010000,0,5.076382,2,2,
Cu,2,244.332555,20000000,9.12471804,14.19758413,3,3,
Cu,2,246.850111,13000000,8.6625261,13.68365916,5,5,
Cu,2,247.333345,59000000,8.4205799,13.43190349,3,5,
Cu,2,248.579176,142000000,8.6625261,13.64873568,5,3,
Cu,2,248.965236,1000000,3.2563892,8.23486741,5,5,
Cu,1,249.21428,2790000,0,4.973503,2,4,
Cu,2,250.627258,200000000,8.48643755,13.43190349,7,5,
Cu,2,252.659232,27000000,8.48643755,13.39213301,7,7,
Cu,2,252.930385,106000000,8.78322249,13.68365916,7,5,
Cu,2,254.480482,194000000,8.52154401,13.39213301,9,7,
Cu,2,257.175556,11000000,8.86410828,13.68365916,5,5,
Cu,2,259.052826,60000000,8.86410828,13.64873568,5,3,
Cu,2,259.881194,42000000,8.6625261,13.43190349,5,5,
Cu,2,260.026973,101000000,8.91695547,13.68365916,7,5,
Cu,1,261.83685,30700000,1.388948,6.1227049,6,4,
Cu,2,262.066627,1300000,8.6625261,13.39213301,5,7,
Cu,2,266.629047,20000000,8.78322249,13.43190349,7,5,
Cu,2,268.275015,900000,9.06349793,13.68365916,3,5,
Cu,2,268.929932,59000000,8.78322249,13.39213301,7,7,
Cu,2,270.096252,102000000,9.09464957,13.68365916,5,5,
Cu,2,270.318448,117000000,9.06349793,13.64873568,3,3,
Cu,2,271.35074,89000000,8.86410828,13.43190349,5,5,
Cu,2,271.87777,80000000,9.12471804,13.68365916,3,5,
Cu,2,272.167628,39000000,9.09464957,13.64873568,5,3,
Cu,2,273.734194,1900000,8.86410828,13.39213301,5,7,
Cu,2,273.976664,4000000,9.12471804,13.64873568,3,3,
Cu,2,274.527056,14000000,8.91695547,13.43190349,7,5,
Cu,1,276.63913,9600000,1.6422256,6.1227049,4,4,
Cu,2,276.966882,67000000,8.91695547,13.39213301,7,7,
Cu,1,282.4368,7800000,1.388948,5.777459,6,6,
Cu,2,283.736814,23000000,9.06349793,13.43190349,3,5,
Cu,2,285.774808,500000,9.09464957,13.43190349,5,5,
Cu,2,287.769898,23000000,9.12471804,13.43190349,3,5,
Cu,2,288.419598,12000000,9.09464957,13.39213301,5,7,
Cu,1,296.1164,3760000,1.388948,5.574734,6,8,
Cu,1,306.341,1550000,1.6422256,5.688311,4,4,
Cu,1,319.4096,1550000,1.6422256,5.522772,4,4,
Cu,1,324.75358,140000000,0,3.816692,2,4,
Cu,1,327.39521,138000000,0,3.7858977,2,2,
Cu,2,329.041683,59000000,14.32872921,18.09568344,11,13,
Cu,2,330.08808,54000000,14.59881086,18.353824,7,9,
Cu,2,330.122844,56000000,14.34033006,18.09494785,9,11,
Cu,2,331.62752,56000000,14.61564148,18.3532242,9,11,
Cu,1,333.7843,380000,1.388948,5.10238,6,8,
Cu,2,333.86475,27000000,14.39211349,18.1046515,7,9,
Cu,2,336.5647,29000000,14.4225753,18.1053319,7,9,
Cu,2,337.045289,43000000,14.42818752,18.1056931,9,11,
Cu,2,337.4951,46000000,14.69012064,18.3627251,7,9,
Cu,2,338.07116,34000000,14.69608333,18.36243,5,7,
Cu,2,368.65539,970000,8.48643755,11.8486267,7,9,
Cu,2,380.6333,1.58,0,3.2563892,1,5,E2
Cu,2,388.41313,31000000,14.96299738,18.1541632,7,9,
Cu,2,388.4535,31000000,15.21855811,18.4093924,5,7,
Cu,2,390.31759,35000000,14.9760276,18.1516233,9,11,
Cu,2,392.06561,33000000,15.25214151,18.4135792,7,9,
Cu,1,402.26286,19000000,3.7858977,6.8671955,2,4,
Cu,2,404.34858,1140000,8.78322249,11.8486267,7,9,
Cu,1,406.26378,21000000,3.816692,6.8676456,4,6,
Cu,2,416.5775,2.10E-12,0,2.97541889,1,3,M1
Cu,2,422.79397,510000,8.91695547,11.8486267,7,9,
Cu,1,424.8956,19500000,5.076382,7.993553,2,2,
Cu,1,427.5108,34500000,4.837701,7.737027,6,8,
Cu,2,437.569,0.09,0,2.83268156,1,5,E2
Cu,1,448.03494,3000000,3.7858977,6.55241,2,2,
Cu,2,450.59996,630000,8.23486741,10.9856318,5,3,
Cu,1,450.9382,27500000,5.244851,7.993553,4,2,
Cu,1,453.07828,8400000,3.816692,6.55241,4,2,
Cu,1,453.9699,21200000,5.153147,7.883492,6,4,
Cu,2,455.59193,710000,8.23486741,10.9554919,5,5,
Cu,1,458.6967,32000000,5.10238,7.80459,8,6,
Cu,1,465.1122,38000000,5.072089,7.737027,10,8,
Cu,2,467.170176,56000000,14.19758413,16.85078224,3,5,
Cu,2,467.35774,160000000,14.19758413,16.8497175,3,1,
Cu,2,468.19935,110000000,14.19758413,16.84495017,3,3,
Cu,1,470.4597,5500000,5.10238,7.737027,8,8,
Cu,2,475.84334,1300000,8.4205799,11.0254191,3,1,
Cu,2,481.29474,130000000,14.53484133,17.1101772,3,5,
Cu,2,483.22439,250000,8.4205799,10.9856318,3,3,
Cu,2,485.12617,29000000,14.34033006,16.89532667,9,9,
Cu,2,485.498743,35000000,14.32872921,16.88176511,11,11,
Cu,2,487.33035,24000000,14.59881086,17.14225144,7,7,
Cu,2,488.96998,190000,8.4205799,10.9554919,3,5,
Cu,2,490.142634,62000000,14.33738437,16.8662317,5,7,
Cu,2,490.656612,44000000,14.33738437,16.86358269,5,5,
Cu,2,490.973351,204000000,14.32872921,16.85329783,11,13,
Cu,2,491.291987,60000000,14.34065139,16.86358269,3,5,
Cu,2,491.58312,25000000,14.61564148,17.13707861,9,9,
Cu,2,491.83778,290000000,14.59881086,17.1189425,7,9,
Cu,2,492.64232,90000000,14.34065139,16.85666744,3,3,
Cu,2,493.155505,71000000,14.33738437,16.85078224,5,5,
Cu,2,493.16981,190000000,14.34033006,16.85365501,9,11,
Cu,2,493.722031,110000000,14.62123579,17.13174967,3,5,
Cu,2,493.797372,28000000,14.34065139,16.85078224,3,5,
Cu,2,494.3025,40000000,14.33738437,16.84495017,5,3,
Cu,2,495.37246,310000000,14.61564148,17.1177912,9,11,
Cu,2,496.98046,11000000,14.4225753,16.9166293,7,7,
Cu,2,497.36959,36000000,14.62123579,17.1133386,3,3,
Cu,2,497.41533,30000000,14.65037786,17.14225144,5,7,
Cu,2,498.51381,21000000,14.43024652,16.9166293,5,7,
Cu,2,498.550498,97000000,14.39211349,16.87831334,7,9,
Cu,2,498.8326,5700000,16.95184535,19.436639,11,13,
Cu,2,500.679978,120000000,14.65037786,17.1260036,5,7,
Cu,2,500.985058,54000000,14.39211349,16.8662317,7,7,
Cu,2,501.26199,96000000,14.4225753,16.89532667,7,9,
Cu,2,502.127849,32000000,14.39211349,16.86060093,7,7,
Cu,2,503.90141,39000000,14.65037786,17.1101772,5,5,
Cu,2,504.133123,16000000,14.39211349,16.85078224,7,5,
Cu,2,505.179209,155000000,14.42818752,16.88176511,9,11,
Cu,2,505.890923,48000000,14.42818752,16.87831334,9,9,
Cu,2,506.06415,410000,8.53634465,10.9856318,1,3,
Cu,2,506.545861,161000000,14.69012064,17.13707861,7,9,
Cu,2,506.709423,123000000,14.69608333,17.14225144,5,7,
Cu,2,508.84896,48000000,14.69012064,17.1260036,7,7,
Cu,2,508.89421,52000000,14.69608333,17.13174967,5,5,
Cu,2,509.381536,49000000,14.43024652,16.86358269,5,5,
Cu,2,510.09762,16000000,14.69608333,17.1260036,5,7,
Cu,1,510.5548,2000000,1.388948,3.816692,6,4,
Cu,2,512.075319,20000000,14.43024652,16.85078224,5,5,
Cu,1,515.3238,60000000,3.7858977,6.1911751,2,4,
Cu,2,515.80916,24000000,14.45365331,16.85666744,1,3,
Cu,2,518.33664,24000000,14.45365331,16.84495017,1,3,
Cu,1,521.8202,75000000,3.816692,6.1920252,4,6,
Cu,1,522.007,15000000,3.816692,6.1911751,4,4,
Cu,1,529.2524,10900000,5.39505,7.737027,8,8,
Cu,2,532.79842,11000000,16.85329783,19.1796883,13,15,
Cu,2,532.88109,11000000,16.85365501,19.1796846,11,13,
Cu,2,532.8963,9000000,17.1101772,19.4361404,5,7,
Cu,2,534.516,11000000,17.1177912,19.4367063,11,13,
Cu,2,534.7809,11000000,17.1189425,19.4367089,9,11,
Cu,2,535.5187,7400000,16.8662317,19.1808049,7,9,
Cu,2,536.1907,9000000,17.1260036,19.437676,7,9,
Cu,2,537.5276,8100000,17.13174967,19.4376729,5,7,
Cu,2,538.19485,8200000,16.87831334,19.1813776,9,11,
Cu,2,538.6435,10000000,17.13707861,19.4382247,9,11,
Cu,2,539.8573,9000000,17.14225144,19.4382237,7,9,
Cu,2,542.23947,7200000,16.89532667,19.1812124,9,11,
Cu,2,557.84337,10000000,16.95184535,19.1737913,11,13,
Cu,2,558.43413,9000000,17.21137034,19.4309657,7,9,
Cu,2,559.25272,9000000,16.95674247,19.173089,9,11,
Cu,2,560.72823,8000000,17.21928405,19.4297986,9,11,
Cu,2,566.74344,5800000,16.9901471,19.1772002,7,9,
Cu,2,567.03245,7400000,16.99134811,19.1772865,9,11,
Cu,1,570.024,240000,1.6422256,3.816692,4,4,
Cu,1,578.2126,1650000,1.6422256,3.7858977,4,2,
Cu,2,582.58247,11000000,15.12382247,17.2514154,5,5,
Cu,2,583.35141,7900000,15.12382247,17.24861095,5,7,
Cu,2,593.75815,10000000,15.12382247,17.21137034,5,7,
Cu,2,594.11951,36000000,14.88955782,16.975836,5,7,
Cu,2,598.83135,90000000,14.99211615,17.0619788,3,1,
Cu,2,599.55876,30000000,15.15384714,17.2211986,1,3,
Cu,2,600.01168,75000000,14.88955782,16.95534876,5,5,
Cu,2,608.30848,6900000,17.1596556,19.1972712,7,9,
Cu,2,609.73235,19000000,15.21855811,17.2514154,5,5,
Cu,2,610.57469,9000000,15.21855811,17.24861095,5,7,
Cu,2,610.74083,33000000,15.15384714,17.1833477,1,3,
Cu,2,611.44911,34000000,14.96299738,16.9901471,7,7,
Cu,2,615.03813,36000000,14.9760276,16.99134811,9,9,
Cu,2,615.42211,100000000,14.88955782,16.9036209,5,3,
Cu,2,617.20339,34000000,14.98671572,16.99496619,5,5,
Cu,2,618.68803,36000000,14.98671572,16.9901471,5,7,
Cu,2,618.86761,31000000,14.99211615,16.99496619,3,5,
Cu,2,619.8089,9000000,14.9760276,16.975836,9,7,
Cu,2,620.42577,49000000,15.23365834,17.2314784,3,5,
Cu,2,620.84549,29000000,15.25214151,17.24861095,7,7,
Cu,2,621.69385,94000000,14.96299738,16.95674247,7,9,
Cu,2,621.98488,94000000,15.21855811,17.21137034,5,7,
Cu,2,625.78373,4100000,14.9760276,16.95674247,9,9,
Cu,2,626.18464,37000000,15.01190137,16.99134811,7,9,
Cu,2,627.334763,106000000,14.9760276,16.95184535,9,11,
Cu,2,628.86936,17000000,14.98671572,16.957712,5,3,
Cu,2,630.10137,100000000,15.25214151,17.21928405,7,9,
Cu,2,630.59718,57000000,14.99211615,16.957712,3,3,
Cu,2,631.13059,35000000,15.01190137,16.975836,7,7,
Cu,2,631.24915,58000000,15.2878496,17.2514154,3,5,
Cu,2,632.64649,5000000,15.25214151,17.21137034,7,7,
Cu,2,635.74193,55000000,15.23365834,17.1833477,3,3,
Cu,2,637.78383,19000000,15.01190137,16.95534876,7,5,
Cu,2,639.39587,3400000,16.84135293,18.7799005,9,11,
Cu,2,640.3384,27000000,15.1776443,17.1133386,1,3,
Cu,2,641.11518,58000000,15.2878496,17.2211986,3,3,
Cu,2,641.45612,14000000,15.31909404,17.2514154,5,5,
Cu,2,641.81566,15000000,16.84495017,18.7761891,3,5,
Cu,2,642.38846,56000000,15.31909404,17.24861095,5,7,
Cu,2,643.2415,15000000,16.85078224,18.7777404,5,7,
Cu,2,643.35944,2700000,16.85329783,18.7799027,13,13,
Cu,2,643.75974,6700000,16.85078224,18.7761891,5,5,
Cu,2,644.17371,24000000,16.85329783,18.7774674,13,15,
Cu,2,644.2964,23000000,16.85365501,18.7774582,11,13,
Cu,2,644.3587,20000000,17.1101772,19.0337944,5,7,
Cu,2,645.21161,14000000,16.85666744,18.7777417,3,5,
Cu,2,646.6245,23000000,17.1177912,19.0346679,11,13,
Cu,2,647.01383,23000000,17.1189425,19.0346658,9,11,
Cu,2,647.54257,7500000,16.86358269,18.7777417,5,5,
Cu,2,647.93164,15000000,16.8662317,18.7792413,7,9,
Cu,2,648.1435,34000000,15.31909404,17.2314784,5,5,
Cu,2,648.4404,6500000,16.8662317,18.7777404,7,7,
Cu,2,648.44174,14000000,14.99211615,16.9036209,3,3,
Cu,2,648.8814,19000000,17.1260036,19.0362132,7,9,
Cu,2,650.84,17000000,17.13174967,19.0362108,5,7,
Cu,2,651.73166,17000000,16.87831334,18.780169,9,11,
Cu,2,652.0497,5700000,16.87831334,18.7792413,9,9,
Cu,2,652.382,21000000,17.13707861,19.0370383,9,11,
Cu,2,652.91668,4600000,16.88176511,18.780169,11,11,
Cu,2,653.00829,20000000,16.88176511,18.7799027,11,13,
Cu,2,654.16369,19000000,17.14225144,19.0370365,7,9,
Cu,2,655.96523,4900000,15.06716123,16.95674247,7,9,
Cu,2,656.79621,510000,13.43190349,15.31909404,5,5,
Cu,2,657.6151,4300000,16.89532667,18.7801672,9,9,
Cu,2,657.70816,15000000,16.89532667,18.7799005,9,11,
Cu,2,662.4289,22000000,15.12382247,16.99496619,5,5,
Cu,2,664.13938,26000000,15.12382247,16.9901471,5,7,
Cu,2,664.87717,11000000,15.31909404,17.1833477,5,3,
Cu,2,665.13254,3800000,16.9166293,18.7801672,7,9,
Cu,2,673.9598,7400000,17.1833477,19.022478,3,5,
Cu,2,675.88577,10000000,15.12382247,16.957712,5,3,
Cu,2,680.21387,3500000,16.95184535,18.7740662,11,11,
Cu,2,682.10571,3200000,16.95674247,18.7739094,9,9,
Cu,2,682.3201,18000000,16.95184535,18.7684413,11,13,
Cu,2,682.47493,7200000,16.95534876,18.7715326,5,7,
Cu,2,683.05296,18000000,17.21137034,19.0260172,7,9,
Cu,2,683.30244,8100000,16.957712,18.7716964,3,5,
Cu,2,683.74936,9000000,16.95534876,18.7681475,5,5,
Cu,2,684.41542,18000000,16.95674247,18.767777,9,11,
Cu,2,686.30599,18000000,17.21928405,19.0253297,9,11,
Cu,2,687.94043,5500000,13.43190349,15.23365834,5,3,
Cu,2,689.48061,10000000,16.975836,18.7735661,7,9,
Cu,2,690.26139,8000000,16.975836,18.7715326,7,7,
Cu,2,692.8592,11000000,17.2314784,19.0204422,5,7,
Cu,2,693.75472,3900000,13.43190349,15.21855811,5,5,
Cu,2,693.9098,4800000,16.9901471,18.7764025,7,7,
Cu,2,694.87964,11000000,16.9901471,18.7739094,7,9,
Cu,2,695.01341,3100000,16.9901471,18.7735661,7,9,
Cu,2,695.28664,14000000,16.99134811,18.7740662,9,11,
Cu,2,695.3914,15000000,17.24861095,19.0310604,7,9,
Cu,2,695.48176,4400000,16.99134811,18.7735661,9,9,
Cu,2,695.7869,11000000,16.99496619,18.7764025,5,7,
Cu,2,696.3427,13000000,17.2514154,19.0314299,5,7,
Cu,2,697.6299,5600000,16.99496619,18.7716964,5,5,
Cu,2,715.77517,520000,13.39213301,15.12382247,7,5,
Cu,2,725.57899,6500000,15.12382247,16.83211397,5,5,
Cu,2,732.60039,18000000,13.43190349,15.12382247,5,5,
Cu,2,738.2272,16000000,15.1776443,16.85666744,1,3,
Cu,2,739.98787,25700000,13.39213301,15.06716123,7,7,
Cu,2,740.43532,20000000,14.88955782,16.56357381,5,7,
Cu,2,742.05668,3100000,13.64873568,15.31909404,3,5,
Cu,2,743.41525,13000000,15.1776443,16.84495017,1,3,
Cu,2,743.81505,10000000,15.15384714,16.82025682,1,3,
Cu,2,749.32883,3000000,17.1596556,18.8138034,7,7,
Cu,2,756.20167,38000000,13.64873568,15.2878496,3,3,
Cu,2,757.90283,41000000,13.68365916,15.31909404,5,5,
Cu,2,757.98494,11500000,13.43190349,15.06716123,5,7,
Cu,2,765.23337,23500000,13.39213301,15.01190137,7,7,
Cu,2,766.46465,35000000,14.96299738,16.58016369,7,5,
Cu,2,771.2421,3700000,17.2022889,18.8094378,5,7,
Cu,2,772.66439,17000000,13.68365916,15.2878496,5,3,
Cu,2,773.86644,45000000,15.21855811,16.82025682,5,3,
Cu,2,773.9505,7100000,17.2022889,18.8038136,5,5,
Cu,2,775.43653,9000000,15.23365834,16.83211397,3,5,
Cu,2,777.31992,1080000,13.39213301,14.98671572,7,5,
Cu,2,777.87347,13000000,14.98671572,16.58016369,5,5,
Cu,2,780.51878,16000000,14.99211615,16.58016369,3,5,
Cu,2,780.76526,36000000,14.9760276,16.56357381,9,7,
Cu,2,781.23164,12000000,15.23365834,16.82025682,3,3,
Cu,2,782.05768,15100000,13.64873568,15.23365834,3,3,
Cu,2,782.5653,52000000,13.39213301,14.9760276,7,9,
Cu,2,784.50795,38000000,15.25214151,16.83211397,7,5,
Cu,2,786.2654,2900000,17.2373625,18.8138034,5,7,
Cu,2,789.05666,5800000,13.39213301,14.96299738,7,7,
Cu,2,789.58039,43000000,13.64873568,15.21855811,3,5,
Cu,2,790.25499,49000000,13.68365916,15.25214151,5,7,
Cu,2,794.44365,47000000,13.43190349,14.99211615,5,3,
Cu,2,796.7065,10000000,17.5068946,19.062676,7,9,
Cu,2,797.20306,29000000,13.43190349,14.98671572,5,5,
Cu,2,798.8162,17000000,15.01190137,16.56357381,7,7,
Cu,2,799.67854,32000000,13.68365916,15.23365834,5,3,
Cu,2,800.6525,5900000,17.5120931,19.0602068,5,7,
Cu,2,802.64828,8200000,15.2878496,16.83211397,3,5,
Cu,2,805.3358,2300000,17.2748608,18.8139718,7,9,
Cu,2,807.4999,3500000,17.1596556,18.6946417,7,5,
Cu,2,807.54576,280000,13.68365916,15.21855811,5,5,
Cu,2,808.85888,16000000,15.2878496,16.82025682,3,3,
Cu,2,809.55268,37000000,13.43190349,14.96299738,5,7,
Cu,2,810.3353,2700000,17.2748608,18.8044761,7,9,
Cu,2,815.4012,5400000,17.2828748,18.8029869,9,11,
Cu,2,819.22333,20000000,15.31909404,16.83211397,5,5,
Cu,2,819.23279,5900000,15.06716123,16.58016369,7,5,
Cu,2,823.52788,46000000,13.64873568,15.15384714,3,1,
Cu,2,827.75527,43000000,13.39213301,14.88955782,7,5,
Cu,2,832.8393,3100000,17.3256879,18.8139718,7,9,
Cu,2,833.3072,2300000,17.2022889,18.6897371,5,7,
Cu,2,833.63323,1400000,16.6276287,18.11449521,11,13,
Cu,2,835.3843,3100000,17.3256879,18.8094378,7,7,
Cu,2,840.29047,3900000,13.64873568,15.12382247,3,5,
Cu,2,850.33976,1600000,13.43190349,14.88955782,5,5,
